zoom_in
3d_rotation
accessibility_new
accessibility
accessible_forward
accessible
account_balance
account_balance_wallet
account_box
account_circle
add_shopping_cart
alarm_add
alarm_off
alarm_on
alarm
all_inbox
all_out
android
announcement
arrow_right_alt
aspect_ratio
assessment
assignment_ind
assignment_late
assignment_returned
assignment_return
assignment
assignment_turned_in
autorenew
backup
bookmark_border
bookmarks
bookmark
book
bug_report
build
cached
calendar_today
calendar_view_day
camera_enhance
card_giftcard
card_membership
card_travel
change_history
check_circle_outline
check_circle
chrome_reader_mode
commute
compare_arrows
contact_support
copyright
credit_card
dashboard
date_range
delete_forever
delete_outline
delete
description
dns
done_all
done_outline
done
donut_large
donut_small
drag_indicator
eject
emove_shopping_cart
ettings_input_component
ettings_power
euro_symbol
event_seat
event
exit_to_app
explore_off
explore
extension
ext_rotation_down
face
favorite_border
favorite
feedback
find_in_page
find_replace
fingerprint
flight_land
flight_takeoff
flip_to_back
flip_to_front
gavel
get_app
gif
grade
group_work
g_translate
heaters
help_outline
help
highlight_off
history
home
horizontal_split
hourglass_empty
hourglass_full
https
http
important_devices
info
input
invert_colors
label_important
label_off
label
language
launch
line_style
line_weight
list
lock_open
lock
loyalty
markunread_mailbox
maximize
minimize
motorcycle
note_add
offline_bolt
offline_pin
opacity
open_in_browser
open_in_new
open_with
outline-class
outline-code
pageview
pan_tool
payment
perm_camera_mic
perm_contact_calendar
perm_data_setting
perm_device_information
perm_identity
perm_media
perm_phone_msg
perm_scan_wifi
pets
picture_in_picture_alt
picture_in_picture
play_for_work
polymer
power_settings_new
pregnant_woman
print
query_builder
question_answer
receipt
record_voice_over
redeem
reorder
report_problem
restore_from_trash
restore_page
restore
room
rounded_corner
rowing
schedule
search
settings_applications
settings_backup_restore
settings_bluetooth
settings_brightness
settings_cell
settings_ethernet
settings_input_antenna
settings_input_composite
settings_input_hdmi
settings_input_svideo
settings_overscan
settings_phone
settings_remote
settings
settings_voice
shopping_basket
shopping_cart
shop
shop_two
speaker_notes_off
speaker_notes
spellcheck
star_rate
stars
store
subject
supervised_user_circle
supervisor_account
swap_horizontal_circle
swap_horiz
swap_vert
tab
tab_unselected
text_rotate_up
text_rotate_vertical
text_rotation_none
thumb_down
thumbs_up_down
thumb_up
timeline
toc
today
toll
touch_app
track_changes
translate
trending_down
trending_flat
trending_up
turned_in_not
turned_in
update
verified_user
vertical_split
view_agenda
view_array
view_carousel
view_column
view_day
view_headline
view_list
view_module
view_quilt
view_stream
view_week
visibility_off
visibility
voice_over_off
wap_vertical_circle
watch_later
work_off
work_outline
work
youtube_searched_for
zoom_in
zoom_out
